sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
"The store sold many drinks including port, but Amy decided to only buy port because it was her favorite.",port,subordinate,yes,no,6.009204864501953,6.009204864501953,6.009204864501953,2.9108314514160156,2.4429190158843994,1, port,True,EleutherAI/pythia-6.9b,4000,6857302016
"The store sold many drinks, but Amy decided to only buy port because it was her favorite.",port,subordinate,no,no,10.777953147888184,10.777953147888184,10.777953147888184,6.338323593139648,2.613851308822632,1, port,True,EleutherAI/pythia-6.9b,4000,6857302016
"The last fish Marissa caught had brown scales, but the other fish had scales in every color of the rainbow.",scales,subordinate,yes,yes,2.7911758422851562,2.7911758422851562,2.7911758422851562,3.5214998722076416,5.995947360992432,1, scales,True,EleutherAI/pythia-6.9b,4000,6857302016
"The last fish Marissa caught was brown, but the other fish had scales in every color of the rainbow.",scales,subordinate,no,yes,6.359597206115723,6.359597206115723,6.359597206115723,2.9507346153259277,7.1690778732299805,1, scales,True,EleutherAI/pythia-6.9b,4000,6857302016
"Data can be displayed in a graph or table, but often a table makes results easier to understand.",table,subordinate,yes,no,3.6986660957336426,3.6986660957336426,3.6986660957336426,7.4828057289123535,10.522754669189453,1, table,True,EleutherAI/pythia-6.9b,4000,6857302016
"Data can be displayed in different forms, but often a table makes results easier to understand.",table,subordinate,no,no,5.825346946716309,5.825346946716309,5.825346946716309,7.69882869720459,11.09062385559082,1, table,True,EleutherAI/pythia-6.9b,4000,6857302016
"From the stands, the new baseball diamond looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,yes,no,4.914724349975586,4.914724349975586,4.914724349975586,4.433347702026367,1.4269206523895264,1, diamond,True,EleutherAI/pythia-6.9b,4000,6857302016
"From the stands, the new baseball field looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,no,no,9.66061019897461,9.66061019897461,9.66061019897461,6.026465892791748,1.3437656164169312,1, diamond,True,EleutherAI/pythia-6.9b,4000,6857302016
Mark was told to check the duck's feet and bill for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,yes,no,3.6719305515289307,3.6719305515289307,3.6719305515289307,5.367647171020508,0.7961530685424805,1, bill,True,EleutherAI/pythia-6.9b,4000,6857302016
Mark was told to check the duck's body for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,no,no,5.406293869018555,5.406293869018555,5.406293869018555,5.885431289672852,0.9385517835617065,1, bill,True,EleutherAI/pythia-6.9b,4000,6857302016
Kara's loud neighbors made so much racket that it made the racket her kids were making seem like nothing.,racket,subordinate,yes,no,8.47726058959961,8.47726058959961,8.47726058959961,6.900514125823975,7.795253753662109,1, racket,True,EleutherAI/pythia-6.9b,4000,6857302016
Kara's loud neighbors made so much noise that it made the racket her kids were making seem like nothing.,racket,subordinate,no,no,9.020174980163574,9.020174980163574,9.020174980163574,7.512430667877197,7.66481876373291,1, racket,True,EleutherAI/pythia-6.9b,4000,6857302016
"Susan's job was to clean the stall and pen every day, which was easy except that the pen was a mess.",pen,subordinate,yes,no,5.21788215637207,5.21788215637207,5.21788215637207,1.090245246887207,3.1617162227630615,1, pen,True,EleutherAI/pythia-6.9b,4000,6857302016
"Susan's job was to clean the barn each day, which was easy except that the pen was a mess.",pen,subordinate,no,no,8.935531616210938,8.935531616210938,8.935531616210938,1.5778573751449585,3.4699056148529053,1, pen,True,EleutherAI/pythia-6.9b,4000,6857302016
"The votes between disco and ball for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,yes,no,5.242299556732178,5.242299556732178,5.242299556732178,4.2474470138549805,1.4404990673065186,1, ball,True,EleutherAI/pythia-6.9b,4000,6857302016
"The votes for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,no,no,7.2865800857543945,7.2865800857543945,7.2865800857543945,5.544356822967529,1.6190688610076904,1, ball,True,EleutherAI/pythia-6.9b,4000,6857302016
"When Joe found the flooded bank, he grabbed his boots before walking along the bank to work.",bank,subordinate,yes,no,1.0231647491455078,1.0231647491455078,1.0231647491455078,2.033773183822632,6.863041400909424,1, bank,True,EleutherAI/pythia-6.9b,4000,6857302016
