sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
"The store sold many drinks including port, but Amy decided to only buy port because it was her favorite.",port,subordinate,yes,no,14.953777313232422,14.953777313232422,14.953777313232422,11.719965934753418,10.80917739868164,1, port,True,EleutherAI/pythia-6.9b,0,6857302016
"The store sold many drinks, but Amy decided to only buy port because it was her favorite.",port,subordinate,no,no,15.099449157714844,15.099449157714844,15.099449157714844,11.464296340942383,10.699951171875,1, port,True,EleutherAI/pythia-6.9b,0,6857302016
"The last fish Marissa caught had brown scales, but the other fish had scales in every color of the rainbow.",scales,subordinate,yes,yes,13.788446426391602,13.788446426391602,13.788446426391602,10.606271743774414,11.788389205932617,1, scales,True,EleutherAI/pythia-6.9b,0,6857302016
"The last fish Marissa caught was brown, but the other fish had scales in every color of the rainbow.",scales,subordinate,no,yes,13.459602355957031,13.459602355957031,13.459602355957031,10.825884819030762,11.606557846069336,1, scales,True,EleutherAI/pythia-6.9b,0,6857302016
"Data can be displayed in a graph or table, but often a table makes results easier to understand.",table,subordinate,yes,no,12.1023530960083,12.1023530960083,12.1023530960083,10.643548965454102,10.521434783935547,1, table,True,EleutherAI/pythia-6.9b,0,6857302016
"Data can be displayed in different forms, but often a table makes results easier to understand.",table,subordinate,no,no,12.040792465209961,12.040792465209961,12.040792465209961,11.33909797668457,10.843756675720215,1, table,True,EleutherAI/pythia-6.9b,0,6857302016
"From the stands, the new baseball diamond looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,yes,no,11.872987747192383,11.872987747192383,11.872987747192383,10.06224250793457,14.518025398254395,1, diamond,True,EleutherAI/pythia-6.9b,0,6857302016
"From the stands, the new baseball field looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,no,no,12.221759796142578,12.221759796142578,12.221759796142578,9.76346206665039,14.543050765991211,1, diamond,True,EleutherAI/pythia-6.9b,0,6857302016
Mark was told to check the duck's feet and bill for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,yes,no,12.243273735046387,12.243273735046387,12.243273735046387,13.543882369995117,9.993087768554688,1, bill,True,EleutherAI/pythia-6.9b,0,6857302016
Mark was told to check the duck's body for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,no,no,12.428330421447754,12.428330421447754,12.428330421447754,12.89193344116211,10.256345748901367,1, bill,True,EleutherAI/pythia-6.9b,0,6857302016
Kara's loud neighbors made so much racket that it made the racket her kids were making seem like nothing.,racket,subordinate,yes,no,11.749666213989258,11.749666213989258,11.749666213989258,9.696043014526367,11.889883995056152,1, racket,True,EleutherAI/pythia-6.9b,0,6857302016
Kara's loud neighbors made so much noise that it made the racket her kids were making seem like nothing.,racket,subordinate,no,no,11.38856029510498,11.38856029510498,11.38856029510498,9.831781387329102,11.616578102111816,1, racket,True,EleutherAI/pythia-6.9b,0,6857302016
"Susan's job was to clean the stall and pen every day, which was easy except that the pen was a mess.",pen,subordinate,yes,no,11.204360961914062,11.204360961914062,11.204360961914062,10.67614459991455,10.062579154968262,1, pen,True,EleutherAI/pythia-6.9b,0,6857302016
"Susan's job was to clean the barn each day, which was easy except that the pen was a mess.",pen,subordinate,no,no,10.595088958740234,10.595088958740234,10.595088958740234,11.030815124511719,10.389253616333008,1, pen,True,EleutherAI/pythia-6.9b,0,6857302016
"The votes between disco and ball for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,yes,no,10.469605445861816,10.469605445861816,10.469605445861816,10.116750717163086,12.540468215942383,1, ball,True,EleutherAI/pythia-6.9b,0,6857302016
"The votes for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,no,no,11.006284713745117,11.006284713745117,11.006284713745117,9.676501274108887,13.303302764892578,1, ball,True,EleutherAI/pythia-6.9b,0,6857302016
"When Joe found the flooded bank, he grabbed his boots before walking along the bank to work.",bank,subordinate,yes,no,14.814346313476562,14.814346313476562,14.814346313476562,11.84066390991211,11.66578483581543,1, bank,True,EleutherAI/pythia-6.9b,0,6857302016
"When Joe found the flooded river, he grabbed his boots before walking along the bank to work.",bank,subordinate,no,no,15.491876602172852,15.491876602172852,15.491876602172852,12.087162971496582,11.811027526855469,1, bank,True,EleutherAI/pythia-6.9b,0,6857302016
At the museum the kids saw the machine for sending a wire and each student sent a wire to a friend.,wire,subordinate,yes,no,13.709458351135254,13.709458351135254,13.709458351135254,10.9082670211792,11.65280532836914,1, wire,True,EleutherAI/pythia-6.9b,0,6857302016
At the museum the kids saw the machine for sending a telegram and each student sent a wire to a friend.,wire,subordinate,no,no,13.479557991027832,13.479557991027832,13.479557991027832,10.62325382232666,11.89388656616211,1, wire,True,EleutherAI/pythia-6.9b,0,6857302016
