sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
"The store sold many drinks including port, but Amy decided to only buy port because it was her favorite.",port,subordinate,yes,no,10.0703125,10.0703125,10.0703125,6.921875,1.8779296875,1, port,True,EleutherAI/pythia-1.4b,256,1414647808
"The store sold many drinks, but Amy decided to only buy port because it was her favorite.",port,subordinate,no,no,10.2109375,10.2109375,10.2109375,7.07421875,1.9033203125,1, port,True,EleutherAI/pythia-1.4b,256,1414647808
"The last fish Marissa caught had brown scales, but the other fish had scales in every color of the rainbow.",scales,subordinate,yes,yes,11.9296875,11.9296875,11.9296875,3.5546875,6.75390625,1, scales,True,EleutherAI/pythia-1.4b,256,1414647808
"The last fish Marissa caught was brown, but the other fish had scales in every color of the rainbow.",scales,subordinate,no,yes,12.0078125,12.0078125,12.0078125,3.45703125,6.81640625,1, scales,True,EleutherAI/pythia-1.4b,256,1414647808
"Data can be displayed in a graph or table, but often a table makes results easier to understand.",table,subordinate,yes,no,7.484375,7.484375,7.484375,8.8046875,10.4453125,1, table,True,EleutherAI/pythia-1.4b,256,1414647808
"Data can be displayed in different forms, but often a table makes results easier to understand.",table,subordinate,no,no,7.671875,7.671875,7.671875,8.8671875,10.296875,1, table,True,EleutherAI/pythia-1.4b,256,1414647808
"From the stands, the new baseball diamond looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,yes,no,11.625,11.625,11.625,4.28125,5.51953125,1, diamond,True,EleutherAI/pythia-1.4b,256,1414647808
"From the stands, the new baseball field looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,no,no,11.5234375,11.5234375,11.5234375,4.3125,5.7578125,1, diamond,True,EleutherAI/pythia-1.4b,256,1414647808
Mark was told to check the duck's feet and bill for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,yes,no,8.359375,8.359375,8.359375,6.6640625,2.451171875,1, bill,True,EleutherAI/pythia-1.4b,256,1414647808
Mark was told to check the duck's body for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,no,no,8.390625,8.390625,8.390625,6.55859375,2.34375,1, bill,True,EleutherAI/pythia-1.4b,256,1414647808
Kara's loud neighbors made so much racket that it made the racket her kids were making seem like nothing.,racket,subordinate,yes,no,12.265625,12.265625,12.265625,6.48828125,8.453125,1, racket,True,EleutherAI/pythia-1.4b,256,1414647808
Kara's loud neighbors made so much noise that it made the racket her kids were making seem like nothing.,racket,subordinate,no,no,12.2421875,12.2421875,12.2421875,6.78125,8.3984375,1, racket,True,EleutherAI/pythia-1.4b,256,1414647808
"Susan's job was to clean the stall and pen every day, which was easy except that the pen was a mess.",pen,subordinate,yes,no,9.328125,9.328125,9.328125,3.048828125,1.92578125,1, pen,True,EleutherAI/pythia-1.4b,256,1414647808
"Susan's job was to clean the barn each day, which was easy except that the pen was a mess.",pen,subordinate,no,no,9.40625,9.40625,9.40625,3.185546875,1.93359375,1, pen,True,EleutherAI/pythia-1.4b,256,1414647808
"The votes between disco and ball for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,yes,no,7.9296875,7.9296875,7.9296875,7.78125,1.1416015625,1, ball,True,EleutherAI/pythia-1.4b,256,1414647808
"The votes for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,no,no,7.81640625,7.81640625,7.81640625,7.5390625,1.2451171875,1, ball,True,EleutherAI/pythia-1.4b,256,1414647808
"When Joe found the flooded bank, he grabbed his boots before walking along the bank to work.",bank,subordinate,yes,no,7.84375,7.84375,7.84375,4.1875,5.703125,1, bank,True,EleutherAI/pythia-1.4b,256,1414647808
"When Joe found the flooded river, he grabbed his boots before walking along the bank to work.",bank,subordinate,no,no,7.828125,7.828125,7.828125,4.13671875,5.734375,1, bank,True,EleutherAI/pythia-1.4b,256,1414647808
At the museum the kids saw the machine for sending a wire and each student sent a wire to a friend.,wire,subordinate,yes,no,9.609375,9.609375,9.609375,3.623046875,2.71484375,1, wire,True,EleutherAI/pythia-1.4b,256,1414647808
At the museum the kids saw the machine for sending a telegram and each student sent a wire to a friend.,wire,subordinate,no,no,9.5703125,9.5703125,9.5703125,3.76953125,2.671875,1, wire,True,EleutherAI/pythia-1.4b,256,1414647808
"The hunting lodge was full of antlers and horns, but most impressive was the rhino horn hanging on the wall.",horn,subordinate,yes,no,12.8125,12.8125,12.8125,11.1484375,2.560546875,1, horn,True,EleutherAI/pythia-1.4b,256,1414647808
"The hunting lodge was full of trophies, but most impressive was the rhino horn hanging on the wall.",horn,subordinate,no,no,12.671875,12.671875,12.671875,10.984375,2.68359375,1, horn,True,EleutherAI/pythia-1.4b,256,1414647808
"Jamie wanted to go on a tour of the treasury and the mint, but on Mondays the mint was closed to the public.",mint,subordinate,yes,no,11.4453125,11.4453125,11.4453125,4.8046875,8.109375,1, mint,True,EleutherAI/pythia-1.4b,256,1414647808
"Jamie wanted to go on a tour of where money is made, but on Mondays the mint was closed to the public.",mint,subordinate,no,no,11.484375,11.484375,11.484375,5.31640625,8.0078125,1, mint,True,EleutherAI/pythia-1.4b,256,1414647808
Pam had to decide whether to fly first-class or coach; she decided to fly coach because the ticket was cheaper.,coach,subordinate,yes,no,10.3984375,10.3984375,10.3984375,5.98828125,3.0703125,1, coach,True,EleutherAI/pythia-1.4b,256,1414647808
Pam had to decide whether or not to fly in first-class; she decided to fly coach because the ticket was cheaper.,coach,subordinate,no,no,10.3359375,10.3359375,10.3359375,6.0859375,3.037109375,1, coach,True,EleutherAI/pythia-1.4b,256,1414647808
"To tend a hot fire, it's best to use a stick or a poker, but when it's really hot a metal poker can burn you.",poker,subordinate,yes,no,12.53125,12.53125,12.53125,6.09375,9.625,1, poker,True,EleutherAI/pythia-1.4b,256,1414647808
"To tend a hot fire, it's best to use a stick or tool, but when it's really hot a metal poker can burn you.",poker,subordinate,no,no,12.484375,12.484375,12.484375,6.20703125,9.6171875,1, poker,True,EleutherAI/pythia-1.4b,256,1414647808
"Even though the pet store had cute huskies and boxers, John had no difficulty picking the boxer puppy for his son.",boxer,subordinate,yes,no,6.0703125,13.953125,6.9765625,13.71875,4.2421875,2, boxer,True,EleutherAI/pythia-1.4b,256,1414647808
"Even though the pet store had many cute puppies, John had no difficulty picking the boxer puppy for his son.",boxer,subordinate,no,no,6.03125,13.99609375,6.998046875,13.6796875,4.4140625,2, boxer,True,EleutherAI/pythia-1.4b,256,1414647808
"The president began the meeting with his cabinet and advisors, but only the cabinet was allowed to stay for the end.",cabinet,subordinate,yes,no,9.7109375,9.7109375,9.7109375,3.74609375,7.421875,1, cabinet,True,EleutherAI/pythia-1.4b,256,1414647808
"The president began the meeting with all his advisors, but only the cabinet was allowed to stay for the end.",cabinet,subordinate,no,no,9.6796875,9.6796875,9.6796875,3.62890625,7.5546875,1, cabinet,True,EleutherAI/pythia-1.4b,256,1414647808
"Martin saw the perfect engagement ring and wedding band set, but was disappointed when the band was sold out.",band,subordinate,yes,no,7.6796875,7.6796875,7.6796875,3.05078125,7.6015625,1, band,True,EleutherAI/pythia-1.4b,256,1414647808
"Martin saw the perfect engagement ring set, but was disappointed when the band was sold out.",band,subordinate,no,no,7.6640625,7.6640625,7.6640625,2.744140625,7.5078125,1, band,True,EleutherAI/pythia-1.4b,256,1414647808
"On the flute certain notes are hard to play, but they are not as bad as the same notes on the oboe.",notes,subordinate,yes,yes,9.453125,9.453125,9.453125,4.01953125,0.9853515625,1, notes,True,EleutherAI/pythia-1.4b,256,1414647808
"On the flute certain sounds are hard to play, but they are not as bad as the same notes on the oboe.",notes,subordinate,no,yes,9.4609375,9.4609375,9.4609375,4.01171875,0.93896484375,1, notes,True,EleutherAI/pythia-1.4b,256,1414647808
"The sound problem could only be due to either the speaker or the cable, it turned out that the speaker was broken.",speaker,subordinate,yes,no,9.7265625,9.7265625,9.7265625,4.3515625,8.40625,1, speaker,True,EleutherAI/pythia-1.4b,256,1414647808
"The sound problem could only be due to a few things, it turned out that the speaker was broken.",speaker,subordinate,no,no,9.59375,9.59375,9.59375,4.453125,8.546875,1, speaker,True,EleutherAI/pythia-1.4b,256,1414647808
"Erin knew to check the map's legend to figure out what the symbols meant, but there was no legend on her map.",legend,subordinate,yes,no,11.140625,11.140625,11.140625,4.9375,4.17578125,1, legend,True,EleutherAI/pythia-1.4b,256,1414647808
"Erin knew to check the map to figure out what the symbols meant, but there was no legend on her map.",legend,subordinate,no,no,11.1640625,11.1640625,11.1640625,4.85546875,4.66015625,1, legend,True,EleutherAI/pythia-1.4b,256,1414647808
"Kayla was hoping to get a condo on the fourth story, but the best they had was the third story so she didn't buy it.",story,subordinate,yes,no,8.625,8.625,8.625,6.2109375,4.109375,1, story,True,EleutherAI/pythia-1.4b,256,1414647808
"Kayla was hoping to get a condo on the fourth floor, but the best they had was the third story so she didn't buy it.",story,subordinate,no,no,8.703125,8.703125,8.703125,6.16796875,3.974609375,1, story,True,EleutherAI/pythia-1.4b,256,1414647808
"No one wants to live near an electrical station or a plant, so the homes next to the plant were vacant.",plant,subordinate,yes,no,8.859375,8.859375,8.859375,6.71875,12.328125,1, plant,True,EleutherAI/pythia-1.4b,256,1414647808
"No one wants to live near manufacturing facilities, so the homes next to the plant were vacant.",plant,subordinate,no,no,8.921875,8.921875,8.921875,6.23828125,12.2265625,1, plant,True,EleutherAI/pythia-1.4b,256,1414647808
"After hiking Mike had some cuts on his feet and a corn on one toe, after the walk home he had a corn on each foot.",corn,subordinate,yes,no,9.796875,9.796875,9.796875,4.0546875,7.3046875,1, corn,True,EleutherAI/pythia-1.4b,256,1414647808
"After hiking Mike had some cuts on his feet, after the walk home he had a corn on each foot.",corn,subordinate,no,no,9.8125,9.8125,9.8125,4.23046875,7.41796875,1, corn,True,EleutherAI/pythia-1.4b,256,1414647808
"Paul had only seen nuns in black habits, so when he saw a group of nuns in dark blue habits he was very surprised.",habits,subordinate,yes,yes,10.0234375,10.0234375,10.0234375,6.9609375,2.36328125,1, habits,True,EleutherAI/pythia-1.4b,256,1414647808
"Paul had only seen nuns in black clothes, so when he saw a group of nuns in dark blue habits he was very surprised.",habits,subordinate,no,yes,10.1015625,10.1015625,10.1015625,6.8515625,2.40234375,1, habits,True,EleutherAI/pythia-1.4b,256,1414647808
"The dentist suggested a root canal and crown, but Todd could only get a crown because he didn't have much money.",crown,subordinate,yes,no,10.328125,10.328125,10.328125,6.28125,3.484375,1, crown,True,EleutherAI/pythia-1.4b,256,1414647808
"The dentist suggested a few different treatments, but Todd could only get a crown because he didn't have much money.",crown,subordinate,no,no,10.421875,10.421875,10.421875,6.171875,3.60546875,1, crown,True,EleutherAI/pythia-1.4b,256,1414647808
"His lawyer assured him that he could beat the first law suit, but the second law suit would be a challenge.",suit,subordinate,yes,no,10.6015625,10.6015625,10.6015625,5.10546875,1.703125,1, suit,True,EleutherAI/pythia-1.4b,256,1414647808
"His lawyer assured him that he could beat the first case, but the second law suit would be a challenge.",suit,subordinate,no,no,10.6796875,10.6796875,10.6796875,5.1328125,1.609375,1, suit,True,EleutherAI/pythia-1.4b,256,1414647808
"The walls looked ok after the first coat finished drying, but Katie applied a second coat to really make them pop.",coat,subordinate,yes,no,9.828125,9.828125,9.828125,4.46875,7.890625,1, coat,True,EleutherAI/pythia-1.4b,256,1414647808
"The walls looked ok after the paint finished drying, but Katie applied a second coat to really make them pop.",coat,subordinate,no,no,9.8671875,9.8671875,9.8671875,4.375,7.8984375,1, coat,True,EleutherAI/pythia-1.4b,256,1414647808
"Evan went to the movie premier in hopes of meeting his two favorite stars, but one of the stars didn't show up.",stars,subordinate,yes,yes,9.234375,9.234375,9.234375,7.8984375,0.404052734375,1, stars,True,EleutherAI/pythia-1.4b,256,1414647808
"Evan went to the movie premier in hopes of meeting his two favorite actors, but one of the stars didn't show up.",stars,subordinate,no,yes,9.234375,9.234375,9.234375,7.90234375,0.408447265625,1, stars,True,EleutherAI/pythia-1.4b,256,1414647808
"As best man, Kurt's jobs were to hold the rings and give a toast, which was fine except the toast made him nervous.",toast,subordinate,yes,no,11.6015625,11.6015625,11.6015625,7.8046875,4.59765625,1, toast,True,EleutherAI/pythia-1.4b,256,1414647808
"As best man, Kurt's jobs were to say a few words at the reception, which was fine except the toast made him nervous.",toast,subordinate,no,no,11.5390625,11.5390625,11.5390625,7.5625,4.46484375,1, toast,True,EleutherAI/pythia-1.4b,256,1414647808
In early spring Lara plants tulip bulbs and by the middle of spring the bulbs begin to sprout.,bulbs,subordinate,yes,yes,12.5703125,12.5703125,12.5703125,9.7734375,1.6728515625,1, bulbs,True,EleutherAI/pythia-1.4b,256,1414647808
In early spring Lara plants tulips and by the middle of spring the bulbs begin to sprout.,bulbs,subordinate,no,yes,12.5703125,12.5703125,12.5703125,9.90625,1.640625,1, bulbs,True,EleutherAI/pythia-1.4b,256,1414647808
"When the shepherd lost his supplies and staff, he had to use a stick as his staff that day on the trail.",staff,subordinate,yes,no,8.6171875,8.6171875,8.6171875,4.4140625,7.6640625,1, staff,True,EleutherAI/pythia-1.4b,256,1414647808
"When the shepherd lost his supplies, he had to use a stick as his staff that day on the trail.",staff,subordinate,no,no,8.65625,8.65625,8.65625,4.39453125,7.734375,1, staff,True,EleutherAI/pythia-1.4b,256,1414647808
"Although the election for department chair was usually very close, this year the chair was elected unanimously.",chair,subordinate,yes,no,8.8125,8.8125,8.8125,3.201171875,8.3046875,1, chair,True,EleutherAI/pythia-1.4b,256,1414647808
"Although the election for department head was usually very close, this year the chair was elected unanimously",chair,subordinate,no,no,8.828125,8.828125,8.828125,3.291015625,8.296875,1, chair,True,EleutherAI/pythia-1.4b,256,1414647808
"Emily hated eating food with seeds or a pit, so she was upset to find a pit in the exotic fruit she tried.",pit,subordinate,yes,no,9.9765625,9.9765625,9.9765625,4.0546875,1.8427734375,1, pit,True,EleutherAI/pythia-1.4b,256,1414647808
"Emily hated eating food with inedible parts inside, so she was upset to find a pit in the exotic fruit she tried.",pit,subordinate,no,no,9.8671875,9.8671875,9.8671875,3.53515625,1.958984375,1, pit,True,EleutherAI/pythia-1.4b,256,1414647808
"The ship docked at the port, but the sailors didn't want to stay in the port that evening.",port,dominant,yes,no,8.9609375,8.9609375,8.9609375,4.828125,9.78125,1, port,True,EleutherAI/pythia-1.4b,256,1414647808
"The ship docked at the harbor, but the sailors didn't want to stay in the port that evening.",port,dominant,no,no,8.9765625,8.9765625,8.9765625,4.9140625,9.734375,1, port,True,EleutherAI/pythia-1.4b,256,1414647808
"The food could be weighed with a balance or scale, but Marcy chose a scale because it was more precise",scale,dominant,yes,no,8.953125,8.953125,8.953125,5.9453125,1.849609375,1, scale,True,EleutherAI/pythia-1.4b,256,1414647808
"The food could be weighed a few different ways, but Marcy chose a scale because it was more precise.",scale,dominant,no,no,9.3125,9.3125,9.3125,5.796875,1.83984375,1, scale,True,EleutherAI/pythia-1.4b,256,1414647808
"The waitress offered them seats at the bar or a table, but the couple chose a table because it was private",table,dominant,yes,no,7.546875,7.546875,7.546875,5.9453125,1.6552734375,1, table,True,EleutherAI/pythia-1.4b,256,1414647808
"The waitress offered them seats at the bar, but the couple chose a table because it was private.",table,dominant,no,no,7.62890625,7.62890625,7.62890625,6.046875,1.7646484375,1, table,True,EleutherAI/pythia-1.4b,256,1414647808
"Paul had to decide between an emerald or diamond ring, he picked the diamond because his wife liked them best.",diamond,dominant,yes,no,10.25,10.25,10.25,6.375,4.7421875,1, diamond,True,EleutherAI/pythia-1.4b,256,1414647808
"Paul had to decide between many different rings, he picked the diamond because his wife liked them best.",diamond,dominant,no,no,10.3125,10.3125,10.3125,6.46484375,4.828125,1, diamond,True,EleutherAI/pythia-1.4b,256,1414647808
