sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
"The store sold many drinks including port, but Amy decided to only buy port because it was her favorite.",port,subordinate,yes,no,3.625,3.625,3.625,2.5703125,1.322265625,1, port,True,EleutherAI/pythia-2.8b,512,2775208960
"The store sold many drinks, but Amy decided to only buy port because it was her favorite.",port,subordinate,no,no,10.59375,10.59375,10.59375,3.640625,1.234375,1, port,True,EleutherAI/pythia-2.8b,512,2775208960
"The last fish Marissa caught had brown scales, but the other fish had scales in every color of the rainbow.",scales,subordinate,yes,yes,3.84765625,3.84765625,3.84765625,4.140625,2.88671875,1, scales,True,EleutherAI/pythia-2.8b,512,2775208960
"The last fish Marissa caught was brown, but the other fish had scales in every color of the rainbow.",scales,subordinate,no,yes,5.56640625,5.56640625,5.56640625,4.3046875,3.396484375,1, scales,True,EleutherAI/pythia-2.8b,512,2775208960
"Data can be displayed in a graph or table, but often a table makes results easier to understand.",table,subordinate,yes,no,2.765625,2.765625,2.765625,4.37109375,10.140625,1, table,True,EleutherAI/pythia-2.8b,512,2775208960
"Data can be displayed in different forms, but often a table makes results easier to understand.",table,subordinate,no,no,3.1484375,3.1484375,3.1484375,6.96875,11.1640625,1, table,True,EleutherAI/pythia-2.8b,512,2775208960
"From the stands, the new baseball diamond looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,yes,no,2.642578125,2.642578125,2.642578125,4.625,0.92724609375,1, diamond,True,EleutherAI/pythia-2.8b,512,2775208960
"From the stands, the new baseball field looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,no,no,5.28125,5.28125,5.28125,4.23828125,0.7646484375,1, diamond,True,EleutherAI/pythia-2.8b,512,2775208960
Mark was told to check the duck's feet and bill for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,yes,no,4.90625,4.90625,4.90625,3.20703125,0.96923828125,1, bill,True,EleutherAI/pythia-2.8b,512,2775208960
Mark was told to check the duck's body for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,no,no,4.81640625,4.81640625,4.81640625,3.953125,0.80224609375,1, bill,True,EleutherAI/pythia-2.8b,512,2775208960
